Id,SalePrice
1461,122856.375
1462,165576.31
1463,190204.56
1464,207854.05
1465,167666.0
1466,174935.25
1467,168890.92
1468,172100.0
1469,173093.05
1470,127457.586
1471,203553.45
1472,95308.945
1473,100645.18
1474,162068.9
1475,129390.2
1476,384708.4
1477,251826.83
1478,274102.06
1479,257160.66
1480,486683.3
1481,301451.25
1482,197313.78
1483,156559.78
1484,166941.62
1485,175116.2
1486,191176.72
1487,387366.72
1488,213135.23
1489,196112.22
1490,222281.52
1491,182857.95
1492,81583.18
1493,189910.05
1494,268484.03
1495,271287.78
1496,240904.69
1497,182128.56
1498,164161.97
1499,158009.62
1500,153971.42
1501,181577.33
1502,150918.22
1503,294302.47
1504,223669.34
1505,221379.12
1506,188648.81
1507,240798.78
1508,208255.08
1509,163267.12
1510,160217.86
1511,143169.86
1512,172600.31
1513,156738.61
1514,164808.14
1515,184082.23
1516,152431.97
1517,152781.47
1518,128956.64
1519,212907.17
1520,138788.4
1521,134966.33
1522,168633.25
1523,115988.64
1524,123258.49
1525,130604.22
1526,120781.85
1527,102874.26
1528,128169.55
1529,145834.17
1530,179665.66
1531,103814.016
1532,94126.01
1533,148317.05
1534,119976.7
1535,162903.14
1536,108925.375
1537,72824.9
1538,175065.28
1539,206035.4
1540,102283.336
1541,144274.34
1542,141752.89
1543,235791.16
1544,82111.76
1545,101227.31
1546,137379.5
1547,143516.86
1548,139469.94
1549,120475.91
1550,152078.8
1551,100706.375
1552,137924.66
1553,166846.72
1554,104182.54
1555,173346.12
1556,87128.125
1557,97331.92
1558,89638.96
1559,96924.1
1560,138357.2
1561,131747.61
1562,122974.055
1563,122284.195
1564,160978.95
1565,147429.52
1566,244596.11
1567,74128.06
1568,216875.62
1569,132025.67
1570,132655.77
1571,127700.36
1572,143718.53
1573,241830.39
1574,105599.086
1575,205260.61
1576,240585.1
1577,195904.66
1578,151311.89
1579,141399.31
1580,181911.39
1581,150354.02
1582,127099.3
1583,357923.97
1584,218097.77
1585,141864.1
1586,74453.44
1587,90810.336
1588,150133.84
1589,94859.1
1590,137459.81
1591,94126.28
1592,118228.32
1593,132008.64
1594,155463.45
1595,124417.95
1596,245663.6
1597,197307.16
1598,212786.33
1599,191412.81
1600,169647.36
1601,68596.78
1602,105272.97
1603,97138.375
1604,273090.38
1605,207930.69
1606,171235.67
1607,175823.61
1608,204302.34
1609,188629.84
1610,155456.25
1611,127031.95
1612,162547.77
1613,152496.77
1614,128911.21
1615,87721.69
1616,68916.93
1617,93113.61
1618,123451.086
1619,152365.77
1620,164276.61
1621,138335.8
1622,146436.67
1623,287401.34
1624,204051.05
1625,122154.195
1626,161715.64
1627,192854.23
1628,256034.66
1629,182722.83
1630,404222.25
1631,219122.27
1632,228665.81
1633,175508.84
1634,193555.06
1635,183268.55
1636,155176.52
1637,189300.31
1638,188685.12
1639,187962.44
1640,247537.53
1641,179770.67
1642,238899.72
1643,204100.16
1644,214044.98
1645,189890.58
1646,156792.61
1647,152461.9
1648,130380.516
1649,145554.98
1650,115117.195
1651,120204.125
1652,91704.07
1653,94643.13
1654,147303.66
1655,143071.33
1656,148142.86
1657,150254.56
1658,149175.62
1659,138623.62
1660,160977.62
1661,444502.6
1662,383819.06
1663,294046.12
1664,466811.66
1665,309284.12
1666,344572.5
1667,387452.88
1668,319366.38
1669,307380.06
1670,326205.72
1671,253775.08
1672,442708.5
1673,319091.72
1674,234232.95
1675,191396.78
1676,196004.23
1677,216753.92
1678,435460.84
1679,427409.75
1680,319098.38
1681,246694.69
1682,271873.25
1683,179250.97
1684,162619.84
1685,179856.69
1686,168099.78
1687,168077.92
1688,181322.98
1689,185498.97
1690,187424.9
1691,180787.78
1692,243998.77
1693,171812.45
1694,188209.2
1695,165954.1
1696,257508.34
1697,169224.7
1698,379809.53
1699,372058.0
1700,269635.9
1701,233837.25
1702,231451.7
1703,226661.17
1704,277899.2
1705,229849.95
1706,454008.6
1707,227612.88
1708,197303.58
1709,247460.66
1710,220293.72
1711,220992.11
1712,236606.3
1713,258796.66
1714,216494.81
1715,205589.97
1716,181694.28
1717,166070.48
1718,136003.02
1719,197322.58
1720,250883.7
1721,164179.16
1722,131816.81
1723,156570.4
1724,214089.44
1725,248824.2
1726,205702.27
1727,160446.69
1728,178733.08
1729,168992.45
1730,166266.4
1731,122226.68
1732,123755.15
1733,120355.664
1734,129666.81
1735,134542.5
1736,121536.1
1737,388492.9
1738,224812.72
1739,272214.47
1740,210948.7
1741,190371.67
1742,178030.11
1743,176684.56
1744,280314.16
1745,244401.78
1746,194454.55
1747,217585.44
1748,226786.66
1749,154899.38
1750,120620.47
1751,238585.08
1752,123448.195
1753,140025.38
1754,200335.97
1755,170099.31
1756,131578.25
1757,125614.4
1758,138661.61
1759,162096.05
1760,162562.42
1761,142256.78
1762,185171.55
1763,185689.56
1764,113485.79
1765,154990.22
1766,164398.08
1767,206872.97
1768,148318.75
1769,176592.94
1770,146968.06
1771,135290.1
1772,136280.98
1773,146145.06
1774,99933.78
1775,138600.12
1776,126361.39
1777,116051.32
1778,140652.33
1779,109347.42
1780,178086.73
1781,127642.72
1782,98348.88
1783,139926.73
1784,96289.22
1785,129594.5
1786,132837.73
1787,163692.5
1788,58471.77
1789,102226.24
1790,74223.76
1791,196000.86
1792,159683.84
1793,130326.73
1794,147704.7
1795,136693.7
1796,127535.91
1797,123670.97
1798,127761.47
1799,115307.164
1800,138209.48
1801,142038.34
1802,146764.22
1803,139220.73
1804,149489.83
1805,133685.83
1806,119041.375
1807,134548.5
1808,125918.0
1809,119768.71
1810,154287.7
1811,100750.85
1812,106516.53
1813,121243.02
1814,99503.96
1815,40363.043
1816,100265.95
1817,124387.13
1818,180343.89
1819,113526.55
1820,59106.79
1821,111654.85
1822,149174.31
1823,47854.676
1824,149299.92
1825,130577.086
1826,102676.52
1827,101840.41
1828,136825.19
1829,119016.69
1830,154542.25
1831,156993.2
1832,83737.59
1833,137573.98
1834,120526.64
1835,138390.78
1836,121669.2
1837,86929.8
1838,118057.11
1839,82808.99
1840,162330.9
1841,134398.31
1842,79737.016
1843,151453.62
1844,145392.33
1845,133828.86
1846,156794.12
1847,138070.61
1848,59530.277
1849,107409.04
1850,118658.516
1851,149424.75
1852,132418.52
1853,125780.49
1854,175988.56
1855,141714.88
1856,214905.06
1857,153873.12
1858,138535.44
1859,121045.35
1860,156249.73
1861,120787.36
1862,323254.8
1863,319218.34
1864,319218.34
1865,316062.72
1866,341774.22
1867,221074.0
1868,270002.88
1869,198511.56
1870,245300.52
1871,243132.5
1872,173520.77
1873,233051.67
1874,144261.81
1875,200005.88
1876,201956.25
1877,213373.02
1878,218201.61
1879,128056.89
1880,135230.42
1881,232304.05
1882,228454.92
1883,199916.7
1884,210400.78
1885,247325.12
1886,269281.4
1887,210867.11
1888,290095.56
1889,153601.75
1890,128359.8
1891,142439.08
1892,105344.836
1893,125250.195
1894,126979.016
1895,133033.86
1896,131148.67
1897,108379.914
1898,106932.35
1899,156721.58
1900,157449.78
1901,193635.67
1902,138810.3
1903,221665.9
1904,152052.97
1905,197410.81
1906,180144.98
1907,193586.78
1908,114495.82
1909,139657.78
1910,124161.01
1911,211763.78
1912,294399.88
1913,149425.98
1914,69924.29
1915,339282.56
1916,73029.68
1917,224642.06
1918,138689.28
1919,165694.25
1920,142059.56
1921,423775.16
1922,300089.5
1923,226318.03
1924,203389.33
1925,202300.3
1926,400995.53
1927,133792.42
