Id,SalePrice
1461,127752.5
1462,152998.75
1463,177688.04
1464,184108.98
1465,200829.87
1466,183370.05
1467,166983.6
1468,176428.975
1469,185075.06
1470,119658.095
1471,196035.19
1472,94688.5
1473,98864.76
1474,154604.25
1475,145509.97
1476,391161.945
1477,258906.26
1478,308039.035
1479,251557.93
1480,456403.92
1481,310803.62
1482,208507.61
1483,177371.165
1484,175458.585
1485,169712.51
1486,198308.3
1487,331936.06
1488,238656.65
1489,215909.58
1490,194869.875
1491,189655.785
1492,99095.1
1493,172894.45
1494,291572.8
1495,296283.86
1496,227428.17
1497,192508.595
1498,155339.88
1499,153096.935
1500,150158.805
1501,175086.6
1502,167903.9
1503,295543.87
1504,227263.36
1505,214308.85
1506,182213.865
1507,215360.04
1508,201125.29
1509,164757.035
1510,151108.85
1511,151939.32
1512,168626.92
1513,154223.095
1514,159767.475
1515,176094.24
1516,160533.21
1517,151913.97
1518,130025.6
1519,225767.14
1520,134806.625
1521,144583.75
1522,163144.0
1523,114065.925
1524,122728.855
1525,124377.685
1526,128656.105
1527,103793.785
1528,128684.52
1529,143176.5
1530,168085.75
1531,131468.625
1532,107804.365
1533,149289.515
1534,114819.99
1535,156529.25
1536,115347.415
1537,77730.6
1538,182973.76
1539,251010.11
1540,114677.28
1541,152843.845
1542,146071.635
1543,224812.705
1544,82562.08
1545,106001.5
1546,125950.75
1547,143164.86
1548,136015.965
1549,117143.76
1550,143459.335
1551,119202.17
1552,151189.96
1553,144557.055
1554,112991.95
1555,173432.29
1556,98838.575
1557,127246.795
1558,93018.45
1559,130499.76
1560,152813.28
1561,153065.305
1562,126808.34
1563,123832.08
1564,162645.69
1565,156990.73
1566,215645.9
1567,81815.975
1568,222118.32
1569,151629.43
1570,126287.135
1571,134705.89
1572,145582.875
1573,241839.44
1574,118090.07
1575,214639.92
1576,212454.19
1577,210453.1
1578,155264.795
1579,141953.3
1580,191413.615
1581,141473.0
1582,129542.79
1583,327780.685
1584,242877.62
1585,140673.0
1586,73318.47
1587,106610.745
1588,151174.48
1589,102200.14
1590,132428.56
1591,104455.41
1592,128412.175
1593,118981.855
1594,137765.935
1595,124543.25
1596,236586.06
1597,168486.875
1598,186921.29
1599,217722.575
1600,197472.76
1601,80758.61
1602,116713.27
1603,96923.685
1604,288292.885
1605,252660.885
1606,168890.39
1607,164572.065
1608,216080.535
1609,203776.18
1610,159036.67
1611,148752.095
1612,154031.17
1613,167641.105
1614,121388.655
1615,87794.25
1616,83634.555
1617,91708.0
1618,127016.5
1619,133945.75
1620,149434.275
1621,138412.59
1622,152422.77
1623,286796.655
1624,211502.39
1625,130439.955
1626,174139.99
1627,186397.425
1628,283604.445
1629,175429.62
1630,339995.47
1631,223021.37
1632,246611.945
1633,168790.575
1634,183030.75
1635,179771.955
1636,161906.925
1637,174993.41
1638,217498.655
1639,180811.5
1640,249322.03
1641,183414.5
1642,222938.99
1643,220503.53
1644,224611.485
1645,176816.5
1646,151775.5
1647,163832.045
1648,142365.835
1649,138030.75
1650,122143.435
1651,122568.31
1652,92640.5
1653,98539.26
1654,155903.11
1655,156954.73
1656,152428.56
1657,155317.935
1658,153099.625
1659,146695.05
1660,143436.08
1661,446221.375
1662,383338.3
1663,378566.235
1664,455872.125
1665,311852.45
1666,332766.39
1667,356082.85
1668,326292.375
1669,300344.295
1670,334503.345
1671,258514.765
1672,465860.57
1673,304735.36
1674,252610.815
1675,187723.685
1676,190340.545
1677,213946.32
1678,471006.865
1679,380384.28
1680,322912.17
1681,269677.01
1682,302870.15
1683,187908.785
1684,171390.685
1685,175315.475
1686,167562.61
1687,166909.255
1688,184826.685
1689,187774.31
1690,185010.455
1691,172820.685
1692,262426.19
1693,168085.625
1694,184693.16
1695,170404.02
1696,260839.655
1697,170647.02
1698,350149.66
1699,326085.655
1700,244199.56
1701,261595.72
1702,256393.495
1703,252425.705
1704,290305.07
1705,240310.49
1706,451161.535
1707,221527.485
1708,218894.085
1709,287424.075
1710,225847.31
1711,264304.875
1712,241560.24
1713,246047.955
1714,227905.98
1715,201258.455
1716,174638.3
1717,163873.68
1718,139079.035
1719,204394.995
1720,252329.615
1721,164371.57
1722,127699.65
1723,153637.18
1724,213159.19
1725,233231.53
1726,186582.315
1727,170949.865
1728,188173.365
1729,164338.725
1730,162383.53
1731,120076.805
1732,133510.39
1733,125177.795
1734,130932.79
1735,131358.485
1736,118449.315
1737,366137.895
1738,216097.35
1739,271632.55
1740,187098.62
1741,181007.59
1742,173254.0
1743,176316.705
1744,309004.335
1745,247246.01
1746,271972.995
1747,225571.39
1748,203629.14
1749,160783.185
1750,149805.75
1751,232367.4
1752,124302.415
1753,144902.745
1754,218906.385
1755,162846.915
1756,122681.375
1757,121472.04
1758,145578.355
1759,170050.765
1760,159613.13
1761,150310.785
1762,178579.5
1763,171794.45
1764,118642.385
1765,173370.34
1766,172958.62
1767,204521.75
1768,139759.75
1769,165747.345
1770,140254.375
1771,138060.775
1772,142960.585
1773,141395.08
1774,130066.69
1775,133192.125
1776,123573.39
1777,120067.5
1778,128310.75
1779,117773.07
1780,177681.885
1781,132407.5
1782,99676.305
1783,130392.02
1784,96393.465
1785,117014.99
1786,144832.69
1787,170798.325
1788,61964.49
1789,94002.475
1790,89899.66
1791,164735.12
1792,156094.45
1793,135805.09
1794,142046.27
1795,135003.025
1796,121899.18
1797,113179.67
1798,124633.79
1799,117413.415
1800,126146.0
1801,132098.545
1802,156311.24
1803,153150.815
1804,141079.05
1805,133839.0
1806,112910.79
1807,149508.385
1808,119415.92
1809,128793.7
1810,146395.37
1811,116731.885
1812,118508.545
1813,123078.965
1814,103557.915
1815,62690.075
1816,106112.65
1817,121537.76
1818,132288.69
1819,117029.82
1820,78912.835
1821,123602.425
1822,150365.92
1823,59875.825
1824,136735.41
1825,139182.4
1826,102900.04
1827,111210.56
1828,135936.855
1829,115043.74
1830,144853.4
1831,173975.2
1832,113022.105
1833,150255.53
1834,137836.18
1835,172128.875
1836,129457.435
1837,101340.66
1838,137242.465
1839,88300.25
1840,163013.51
1841,150330.87
1842,90192.205
1843,136958.085
1844,136428.945
1845,138625.485
1846,147561.0
1847,147562.495
1848,64971.01
1849,118473.88
1850,127916.38
1851,150247.0
1852,126963.85
1853,135348.705
1854,175102.79
1855,142405.7
1856,221065.18
1857,163891.57
1858,138757.275
1859,121090.7
1860,154975.81
1861,120852.83
1862,266215.445
1863,262184.645
1864,262184.645
1865,330728.5
1866,329460.86
1867,242041.38
1868,298721.62
1869,196889.425
1870,253887.755
1871,250260.81
1872,171939.775
1873,218996.955
1874,138081.75
1875,207088.73
1876,191663.75
1877,210719.725
1878,206801.15
1879,131870.35
1880,135827.1
1881,238113.655
1882,258929.025
1883,196066.4
1884,220813.995
1885,261801.54
1886,303368.115
1887,205756.045
1888,276325.85
1889,165112.97
1890,133727.415
1891,141103.26
1892,112588.345
1893,137551.785
1894,126866.81
1895,149465.67
1896,123880.25
1897,120300.65
1898,104401.2
1899,128143.205
1900,147960.1
1901,166109.73
1902,137222.495
1903,223136.145
1904,135785.07
1905,178569.27
1906,157246.925
1907,195962.92
1908,117178.35
1909,136444.74
1910,127952.97
1911,195137.07
1912,265816.985
1913,146321.34
1914,61844.565
1915,332720.62
1916,74893.545
1917,259077.675
1918,136549.3
1919,156460.035
1920,153232.44
1921,400940.075
1922,330945.905
1923,208415.0
1924,245230.085
1925,227574.93
1926,381844.02
1927,139416.25
1928,157935.845
1929,124231.91
1930,126958.98
1931,140676.615
1932,135044.41
1933,174773.92
1934,183002.945
1935,177776.02
1936,191065.035
1937,182289.915
1938,166458.06
1939,247655.495
1940,201163.835
1941,177719.465
1942,192629.025
1943,200334.14
1944,318292.745
1945,371622.775
1946,163944.97
1947,309567.14
1948,170931.74
1949,248022.85
1950,173859.92
1951,267046.21
1952,251539.89
